day,statename,PriceD,VolumeD,PriceR,VolumeR,state
7/31/08,Mississippi,15.8,0,84.2,0,MS
7/31/08,Missouri,43.9,0,56.1,0,MO
7/31/08,Montana,37,0,63,0,MT
7/31/08,Nebraska,14.5,0,85.5,0,NE
7/31/08,Nevada,48,0,52,0,NV
7/31/08,New Hampshire,63,1,37,0,NH
7/31/08,New Jersey,90,1,10,0,NJ
7/31/08,New Mexico,71,6,29,0,NM
7/31/08,New York,93,0,7,0,NY
7/31/08,North Carolina,28,17,72,0,NC
7/31/08,North Dakota,28.2,0,71.8,0,ND
7/31/08,Ohio,64,12,36,1,OH
7/31/08,Oklahoma,11.3,0,88.7,0,OK
7/31/08,Oregon,90,0,10,0,OR
7/31/08,Pennsylvania,73,0,27,30,PA
7/31/08,Rhode Island,90,0,10,0,RI
7/31/08,South Carolina,12.4,0,87.6,0,SC
7/31/08,South Dakota,22,0,78,0,SD
7/31/08,Tennessee,12.2,0,87.8,0,TN
7/31/08,Texas,13,0,87,0,TX
7/31/08,Utah,7.5,0,92.5,0,UT
7/31/08,Vermont,90.8,0,9.2,0,VT
7/31/08,Virginia,61,5,39,1,VA
7/31/08,Washington,90.2,0,9.8,0,WA
7/31/08,West Virginia,13,0,87,45,WV
7/31/08,Wisconsin,86,5,14,19,WI
7/31/08,Wyoming,7.5,0,92.5,0,WY
8/1/08,Alabama,7,0,93,0,AL
8/1/08,Alaska,20,0,80,1,AK
8/1/08,Arizona,11,0,90,1,AZ
8/1/08,Arkansas,17,0,83,0,AR
8/1/08,California,90,0,10,0,CA
8/1/08,Colorado,64,0,36,0,CO
8/1/08,Connecticut,90,1,10,0,CT
8/1/08,Delaware,90,0,10,0,DE
8/1/08,District of Columbia,96.3,0,3.7,0,DC
8/1/08,Florida,42,3,58,3,FL
8/1/08,Georgia,18,5,80,0,GA
8/1/08,Hawaii,95.2,0,4.8,0,HI
8/1/08,Idaho,8.4,0,91.6,0,ID
8/1/08,Illinois,95.5,0,5.5,0,IL
8/1/08,Indiana,41,0,59,0,IN
8/1/08,Iowa,77,0,23,0,IA
8/1/08,Kansas,12.7,0,87.3,0,KS
8/1/08,Kentucky,7,0,93,0,KY
8/1/08,Louisiana,11.7,0,88.3,0,LA
8/1/08,Maine,90,4,10,20,ME
8/1/08,Maryland,93.3,0,6.7,0,MD
8/1/08,Massachusetts,91.5,0,8.5,0,MA
8/1/08,Michigan,66,0,32.8,0,MI
8/1/08,Minnesota,85,29,15,20,MN
8/1/08,Mississippi,15.8,0,84.2,0,MS
8/1/08,Missouri,43.9,0,56.1,0,MO
8/1/08,Montana,37,0,63,0,MT
8/1/08,Nebraska,14.5,0,85.5,0,NE
8/1/08,Nevada,55,2,45,0,NV
8/1/08,New Hampshire,65,4,35,0,NH
8/1/08,New Jersey,90,19,10,20,NJ
8/1/08,New Mexico,71,0,29,0,NM
8/1/08,New York,93,0,7,0,NY
8/1/08,North Carolina,28,0,72,0,NC
8/1/08,North Dakota,28.2,0,71.8,0,ND
8/1/08,Ohio,64,0,36,0,OH
8/1/08,Oklahoma,11.3,0,88.7,0,OK
8/1/08,Oregon,90,80,10,0,OR
8/1/08,Pennsylvania,72,0,28,0,PA
8/1/08,Rhode Island,90,0,10,0,RI
8/1/08,South Carolina,12.4,0,87.6,0,SC
8/1/08,South Dakota,22,0,78,0,SD
8/1/08,Tennessee,12.2,0,87.8,0,TN
8/1/08,Texas,13,0,87,0,TX
8/1/08,Utah,7.5,0,92.5,0,UT
8/1/08,Vermont,90,20,10,20,VT
8/1/08,Virginia,61,0,39,0,VA
8/1/08,Washington,90.2,0,9.8,0,WA
8/1/08,West Virginia,13,0,87,0,WV
8/1/08,Wisconsin,85,46,15,40,WI
8/1/08,Wyoming,7.5,0,92.5,0,WY
8/2/08,Alabama,7,0,93,0,AL
8/2/08,Alaska,22,0,78,10,AK
8/2/08,Arizona,11,0,89,0,AZ
8/2/08,Arkansas,17,0,83,0,AR
8/2/08,California,88.5,0,11.5,0,CA
8/2/08,Colorado,63.5,0,36.5,0,CO
8/2/08,Connecticut,87.5,50,12.5,50,CT
8/2/08,Delaware,92,20,8,23,DE
8/2/08,District of Columbia,96.3,0,3.7,0,DC
8/2/08,Florida,43,0,57,10,FL
8/2/08,Georgia,18,0,82,0,GA
8/2/08,Hawaii,95.2,0,4.8,0,HI
8/2/08,Idaho,8.4,0,91.6,0,ID
8/2/08,Illinois,94.5,0,5.5,0,IL
8/2/08,Indiana,40,2,60,11,IN
8/2/08,Iowa,76.5,59,23.5,59,IA
8/2/08,Kansas,12.7,0,87.3,0,KS
8/2/08,Kentucky,6.8,0,93.2,0,KY
8/2/08,Louisiana,12,0,88,0,LA
8/2/08,Maine,87.5,50,12.5,50,ME
8/2/08,Maryland,93.3,25,6.7,26,MD
8/2/08,Massachusetts,92.5,0,7.5,0,MA
8/2/08,Michigan,70,0,30,0,MI
8/2/08,Minnesota,84,0,16,0,MN
8/2/08,Mississippi,15.8,0,84.2,0,MS
8/2/08,Missouri,41.7,0,58.3,0,MO
8/2/08,Montana,37,0,63,2,MT
8/2/08,Nebraska,14.5,0,85.5,0,NE
8/2/08,Nevada,50.8,0,49.2,0,NV
8/2/08,New Hampshire,64,0,36,0,NH
8/2/08,New Jersey,88,0,12,0,NJ
8/2/08,New Mexico,73,0,27,0,NM
8/2/08,New York,93,0,7,0,NY
8/2/08,North Carolina,30.5,0,69.5,0,NC
8/2/08,North Dakota,28,0,72,0,ND
8/2/08,Ohio,64,0,36,0,OH
8/2/08,Oklahoma,11.3,0,88.7,0,OK
8/2/08,Oregon,88,0,12,0,OR
8/2/08,Pennsylvania,70.5,0,29.5,0,PA
8/2/08,Rhode Island,90,0,10,0,RI
8/2/08,South Carolina,12.4,0,87.6,0,SC
8/2/08,South Dakota,22,0,78,0,SD
8/2/08,Tennessee,12.2,0,87.8,1,TN
8/2/08,Texas,13,0,87,0,TX
8/2/08,Utah,7.5,0,92.5,0,UT
8/2/08,Vermont,88.2,0,11.8,0,VT
8/2/08,Virginia,61.7,58,38.3,79,VA
8/2/08,Washington,88,0,12,0,WA
8/2/08,West Virginia,12,0,88,0,WV
8/2/08,Wisconsin,83.5,0,16.5,0,WI
8/2/08,Wyoming,7.5,0,92.5,0,WY
8/3/08,Alabama,7,0,93,0,AL
8/3/08,Alaska,22,0,78,0,AK
8/3/08,Arizona,11,0,89,0,AZ
8/3/08,Arkansas,17,0,83,0,AR
8/3/08,California,88.5,0,11.5,0,CA
8/3/08,Colorado,63.5,0,36,0,CO
8/3/08,Connecticut,87.5,1,12.5,0,CT
8/3/08,Delaware,90,0,10,0,DE
8/3/08,District of Columbia,96.3,0,3.7,0,DC
8/3/08,Florida,43,0,57,0,FL
8/3/08,Georgia,18,0,82,0,GA
8/3/08,Hawaii,95.2,0,4.8,0,HI
8/3/08,Idaho,8.4,0,91.6,0,ID
8/3/08,Illinois,94.5,0,5.5,0,IL
8/3/08,Indiana,40,0,60,2,IN
8/3/08,Iowa,75,0,25,0,IA
8/3/08,Kansas,12.7,0,87.3,0,KS
8/3/08,Kentucky,6.8,0,93.2,0,KY
8/3/08,Louisiana,12,0,88,0,LA
8/3/08,Maine,87.5,0,12.5,0,ME
8/3/08,Maryland,90,60,10,50,MD
8/3/08,Massachusetts,92.5,0,7.5,0,MA
8/3/08,Michigan,70,0,30,0,MI
8/3/08,Minnesota,84,0,16,0,MN
8/3/08,Mississippi,15.8,0,84.2,0,MS
8/3/08,Missouri,40.9,2,58.3,0,MO
8/3/08,Montana,37,0,63,0,MT
8/3/08,Nebraska,14.5,0,85.5,0,NE
8/3/08,Nevada,50.8,0,49.2,0,NV
8/3/08,New Hampshire,64,0,36,0,NH
8/3/08,New Jersey,88,20,12,0,NJ
8/3/08,New Mexico,73,0,27,0,NM
8/3/08,New York,93,0,7,0,NY
8/3/08,North Carolina,30.5,0,69.5,0,NC
8/3/08,North Dakota,27,0,74.9,2,ND
8/3/08,Ohio,64,0,36,0,OH
8/3/08,Oklahoma,10,0,90,23,OK
8/3/08,Oregon,88,0,12,0,OR
8/3/08,Pennsylvania,71,0,29.5,0,PA
8/3/08,Rhode Island,90,0,10,0,RI
8/3/08,South Carolina,12.4,0,87.6,0,SC
8/3/08,South Dakota,22,0,78,20,SD
8/3/08,Tennessee,12.2,0,87.8,0,TN
8/3/08,Texas,13,0,87,0,TX
8/3/08,Utah,7.5,0,92.5,0,UT
8/3/08,Vermont,88.2,0,11.8,0,VT
8/3/08,Virginia,59,0,40,0,VA
8/3/08,Washington,88,20,12,20,WA
8/3/08,West Virginia,12,0,88,0,WV
8/3/08,Wisconsin,83.5,0,16.5,0,WI
8/3/08,Wyoming,7.5,0,92.5,0,WY
8/4/08,Alabama,7,0,93,0,AL
8/4/08,Alaska,22,0,78,0,AK
8/4/08,Arizona,11,0,89,0,AZ
8/4/08,Arkansas,17,0,83,0,AR
8/4/08,California,88,20,11.5,20,CA
8/4/08,Colorado,63.5,0,36,0,CO
8/4/08,Connecticut,87.5,0,12.5,0,CT
8/4/08,Delaware,90,0,10,0,DE
8/4/08,District of Columbia,96.3,0,3.7,0,DC
8/4/08,Florida,45,5,55,1,FL
8/4/08,Georgia,18,0,82,0,GA
8/4/08,Hawaii,95.2,0,4.8,0,HI
8/4/08,Idaho,8.4,0,91.6,0,ID
8/4/08,Illinois,94.5,0,5.5,0,IL
8/4/08,Indiana,42,23,57,25,IN
8/4/08,Iowa,75,0,25,0,IA
8/4/08,Kansas,12.7,0,87.3,0,KS
8/4/08,Kentucky,6.8,0,93.2,0,KY
8/4/08,Louisiana,12,0,88,0,LA
8/4/08,Maine,90,96,10,90,ME
8/4/08,Maryland,90,35,10,14,MD
8/4/08,Massachusetts,92.5,0,7.5,0,MA
8/4/08,Michigan,70,0,30,4,MI
8/4/08,Minnesota,85,80,15,100,MN
8/4/08,Mississippi,15.8,0,84.2,0,MS
8/4/08,Missouri,40.7,3,58.3,0,MO
8/4/08,Montana,37,0,63,0,MT
8/4/08,Nebraska,11,1,85.5,0,NE
8/4/08,Nevada,50.8,0,49.2,0,NV
8/4/08,New Hampshire,64,13,36,74,NH
8/4/08,New Jersey,88,1,10,74,NJ
8/4/08,New Mexico,73,0,27,0,NM
8/4/08,New York,93,0,7,0,NY
8/4/08,North Carolina,30.5,0,69.5,0,NC
8/4/08,North Dakota,27,0,74.9,0,ND
8/4/08,Ohio,64,15,36,31,OH
8/4/08,Oklahoma,10,0,90,0,OK
8/4/08,Oregon,88,0,12,20,OR
8/4/08,Pennsylvania,71,0,29.5,0,PA
8/4/08,Rhode Island,90,0,10,0,RI
8/4/08,South Carolina,12.4,0,87.6,0,SC
8/4/08,South Dakota,22,0,78,0,SD
8/4/08,Tennessee,12.2,0,87.8,0,TN
8/4/08,Texas,13,0,87,0,TX
8/4/08,Utah,7.5,0,92.5,0,UT
8/4/08,Vermont,90,30,10,40,VT
8/4/08,Virginia,59,0,40,0,VA
8/4/08,Washington,88,0,12,0,WA
8/4/08,West Virginia,12,0,88,0,WV
8/4/08,Wisconsin,83.5,0,16.5,0,WI
8/4/08,Wyoming,7.5,0,92.5,0,WY
8/5/08,Alabama,7,0,93,0,AL
8/5/08,Alaska,22,0,78,0,AK
8/5/08,Arizona,11,0,89,0,AZ
8/5/08,Arkansas,17,0,83,0,AR
8/5/08,California,88,80,11.5,0,CA
8/5/08,Colorado,63.5,0,36,10,CO
8/5/08,Connecticut,87.5,0,12.5,0,CT
8/5/08,Delaware,90,0,10,0,DE
8/5/08,District of Columbia,96.3,0,3.7,0,DC
8/5/08,Florida,44,0,56,0,FL
8/5/08,Georgia,18,0,82,0,GA
8/5/08,Hawaii,95.2,0,4.8,0,HI
8/5/08,Idaho,8.4,0,91.6,0,ID
8/5/08,Illinois,94.5,0,5.5,0,IL
8/5/08,Indiana,42,0,57,0,IN
8/5/08,Iowa,70,0,30,12,IA
8/5/08,Kansas,12.7,0,87.3,0,KS
8/5/08,Kentucky,6.8,0,93.2,0,KY
8/5/08,Louisiana,12,0,88,0,LA
8/5/08,Maine,86,0,14,4,ME
8/5/08,Maryland,88,30,10,0,MD
8/5/08,Massachusetts,92.5,0,7.5,0,MA
8/5/08,Michigan,66,2,34,8,MI
8/5/08,Minnesota,85,0,15,0,MN
8/5/08,Mississippi,15.8,0,84.2,0,MS
8/5/08,Missouri,40.7,0,63,6,MO
8/5/08,Montana,37,0,63,0,MT
8/5/08,Nebraska,11,0,89,0,NE
8/5/08,Nevada,50.8,0,49.2,0,NV
8/5/08,New Hampshire,60,0,40,0,NH
8/5/08,New Jersey,90,1,10,3,NJ
8/5/08,New Mexico,73,0,29,2,NM
8/5/08,New York,93,0,7,0,NY
8/5/08,North Carolina,30.5,0,69.5,0,NC
8/5/08,North Dakota,27,0,74.9,0,ND
8/5/08,Ohio,60.5,73,39.5,0,OH
8/5/08,Oklahoma,10,0,90,0,OK
8/5/08,Oregon,86,10,14,10,OR
8/5/08,Pennsylvania,71,0,30,2,PA
8/5/08,Rhode Island,90,0,10,0,RI
8/5/08,South Carolina,12.4,0,87.6,0,SC
8/5/08,South Dakota,22,0,78,0,SD
8/5/08,Tennessee,12.2,0,87.8,0,TN
8/5/08,Texas,13,0,87,0,TX
8/5/08,Utah,7.5,0,92.5,0,UT
8/5/08,Vermont,90,0,10,0,VT
8/5/08,Virginia,59,0,43,1,VA
8/5/08,Washington,88,0,12,0,WA
8/5/08,West Virginia,12,0,88,0,WV
8/5/08,Wisconsin,83.5,0,18,10,WI
8/5/08,Wyoming,7.5,0,92.5,0,WY
8/6/08,Alabama,7,0,93,0,AL
8/6/08,Alaska,24,3,76,0,AK
8/6/08,Arizona,11,0,89,0,AZ
8/6/08,Arkansas,15.1,0,84.9,4,AR
8/6/08,California,90,18,10,80,CA
8/6/08,Colorado,63.5,0,36.5,0,CO
8/6/08,Connecticut,88.5,20,11.5,0,CT
8/6/08,Delaware,88,0,12,0,DE
8/6/08,District of Columbia,96.3,0,3.7,0,DC
8/6/08,Florida,42,1,58,1,FL
8/6/08,Georgia,18.5,0,81.5,0,GA
8/6/08,Hawaii,95.3,0,4.7,0,HI
8/6/08,Idaho,8.4,0,91.6,0,ID
8/6/08,Illinois,94.5,20,5.5,0,IL
8/6/08,Indiana,40,0,60,26,IN
8/6/08,Iowa,72.5,0,27.5,0,IA
8/6/08,Kansas,12.7,0,87.3,0,KS
8/6/08,Kentucky,6.8,0,93.2,0,KY
8/6/08,Louisiana,13,0,87,1,LA
8/6/08,Maine,88,85,12,80,ME
8/6/08,Maryland,88.5,0,11.5,0,MD
8/6/08,Massachusetts,92.5,0,7.5,0,MA
8/6/08,Michigan,67.5,0,32.5,0,MI
8/6/08,Minnesota,84.2,0,15.8,0,MN
8/6/08,Mississippi,15.8,0,84.2,0,MS
8/6/08,Missouri,38.1,10,61.9,63,MO
8/6/08,Montana,37,0,63,0,MT
8/6/08,Nebraska,14.5,20,85.5,20,NE
8/6/08,Nevada,49.5,0,50.5,0,NV
8/6/08,New Hampshire,57,0,43,3,NH
8/6/08,New Jersey,88,0,12,0,NJ
8/6/08,New Mexico,72.9,1,27.1,1,NM
8/6/08,New York,93,0,7,0,NY
8/6/08,North Carolina,30,0,70,0,NC
8/6/08,North Dakota,28,0,72,15,ND
8/6/08,Ohio,60.7,0,39.3,0,OH
8/6/08,Oklahoma,9.5,0,90.5,0,OK
8/6/08,Oregon,88,40,12,0,OR
8/6/08,Pennsylvania,75,54,25,4,PA
8/6/08,Rhode Island,92.5,0,7.5,0,RI
8/6/08,South Carolina,12.4,0,87.6,0,SC
8/6/08,South Dakota,22,0,78,0,SD
8/6/08,Tennessee,12.2,0,87.8,0,TN
8/6/08,Texas,11,30,89,10,TX
8/6/08,Utah,7.5,0,92.5,0,UT
8/6/08,Vermont,91,0,9,0,VT
8/6/08,Virginia,55,0,45,69,VA
8/6/08,Washington,88,0,12,0,WA
8/6/08,West Virginia,12,0,88,0,WV
8/6/08,Wisconsin,83.5,0,16.5,0,WI
8/6/08,Wyoming,7.5,0,92.5,0,WY
8/7/08,Alabama,7,0,93,0,AL
8/7/08,Alaska,23,0,76,1,AK
8/7/08,Arizona,11,0,89,0,AZ
8/7/08,Arkansas,15.1,0,84.9,0,AR
8/7/08,California,90,0,10,0,CA
8/7/08,Colorado,61,2,39.8,1,CO
8/7/08,Connecticut,88.5,0,11.5,20,CT
8/7/08,Delaware,88,5,12,0,DE
8/7/08,District of Columbia,96.3,0,3.7,0,DC
8/7/08,Florida,36.1,10,63.9,0,FL
8/7/08,Georgia,18.5,0,81.5,0,GA
8/7/08,Hawaii,95.3,0,4.7,0,HI
8/7/08,Idaho,8.4,0,91.6,0,ID
8/7/08,Illinois,94.1,0,5.5,0,IL
8/7/08,Indiana,40,0,60,0,IN
8/7/08,Iowa,72.5,0,27.5,0,IA
8/7/08,Kansas,12.7,0,87.3,0,KS
8/7/08,Kentucky,6.8,0,93.2,0,KY
8/7/08,Louisiana,13,0,87,0,LA
8/7/08,Maine,88,0,13,0,ME
8/7/08,Maryland,88.5,5,11.5,0,MD
8/7/08,Massachusetts,92.5,0,7.5,0,MA
8/7/08,Michigan,67.5,0,32.5,0,MI
8/7/08,Minnesota,84.2,0,15.8,7,MN
8/7/08,Mississippi,15.8,0,84.2,0,MS
8/7/08,Missouri,38.1,0,61.9,0,MO
8/7/08,Montana,37,0,63,58,MT
8/7/08,Nebraska,14.5,0,85.5,0,NE
8/7/08,Nevada,49.5,0,50.5,0,NV
8/7/08,New Hampshire,57,0,43,0,NH
8/7/08,New Jersey,90,10,12,0,NJ
8/7/08,New Mexico,72.9,0,27.1,0,NM
8/7/08,New York,93,0,7,0,NY
8/7/08,North Carolina,30,0,70,0,NC
8/7/08,North Dakota,28,0,72,0,ND
8/7/08,Ohio,58,5,44,5,OH
8/7/08,Oklahoma,9.5,0,90.5,0,OK
8/7/08,Oregon,88,18,12,0,OR
8/7/08,Pennsylvania,75,0,25,0,PA
8/7/08,Rhode Island,92.5,0,7.5,0,RI
8/7/08,South Carolina,12.4,0,87.6,0,SC
8/7/08,South Dakota,22,0,78,0,SD
8/7/08,Tennessee,12.2,0,87.8,0,TN
8/7/08,Texas,11,0,89,0,TX
8/7/08,Utah,7.5,0,92.5,0,UT
8/7/08,Vermont,91,0,9,0,VT
8/7/08,Virginia,55,22,45,62,VA
8/7/08,Washington,88,0,12,0,WA
8/7/08,West Virginia,12,0,88,0,WV
8/7/08,Wisconsin,83.5,30,16.5,81,WI
8/7/08,Wyoming,7.5,0,92.5,0,WY
8/8/08,Alabama,7,0,93,0,AL
8/8/08,Alaska,22,0,78,0,AK
8/8/08,Arizona,11,0,89,0,AZ
8/8/08,Arkansas,17.1,0,82.9,0,AR
8/8/08,California,89.5,0,10.5,10,CA
8/8/08,Colorado,63.4,0,36.6,0,CO
8/8/08,Connecticut,87,1,13,0,CT
8/8/08,Delaware,88,0,12,0,DE
8/8/08,District of Columbia,96.3,0,3.7,0,DC
8/8/08,Florida,39,0,61,0,FL
8/8/08,Georgia,18.5,0,81.5,0,GA
8/8/08,Hawaii,95.3,0,4.7,0,HI
8/8/08,Idaho,8.4,0,91.6,0,ID
8/8/08,Illinois,94,0,6,0,IL
8/8/08,Indiana,38,10,62,0,IN
8/8/08,Iowa,72.5,0,27.5,0,IA
8/8/08,Kansas,12.7,0,87.3,0,KS
8/8/08,Kentucky,6.7,0,93.3,0,KY
8/8/08,Louisiana,11.7,0,88.3,0,LA
8/8/08,Maine,84.3,0,15.7,0,ME
8/8/08,Maryland,89,0,11,0,MD
8/8/08,Massachusetts,92.5,0,7.5,0,MA
8/8/08,Michigan,75,10,25,0,MI
8/8/08,Minnesota,84.2,0,15.8,0,MN
8/8/08,Mississippi,15.8,0,84.2,0,MS
8/8/08,Missouri,38.3,0,61.7,11,MO
8/8/08,Montana,37,0,63,0,MT
8/8/08,Nebraska,14,0,86,0,NE
8/8/08,Nevada,50.9,0,49.1,0,NV
8/8/08,New Hampshire,60,10,40,0,NH
8/8/08,New Jersey,88,0,12,0,NJ
8/8/08,New Mexico,72.9,0,27.1,0,NM
8/8/08,New York,93,0,7,0,NY
8/8/08,North Carolina,30,0,70,0,NC
8/8/08,North Dakota,28,0,72,0,ND
8/8/08,Ohio,59.9,1,40.1,1,OH
8/8/08,Oklahoma,9.5,0,90.5,0,OK
8/8/08,Oregon,87,0,13,0,OR
8/8/08,Pennsylvania,75,0,25,5,PA
8/8/08,Rhode Island,92.5,0,7.5,0,RI
8/8/08,South Carolina,12.4,0,87.6,0,SC
8/8/08,South Dakota,22,0,78,0,SD
8/8/08,Tennessee,9.5,14,90.5,0,TN
8/8/08,Texas,12,0,88,0,TX
8/8/08,Utah,7.5,0,92.5,0,UT
8/8/08,Vermont,91,0,9,0,VT
8/8/08,Virginia,58,3,42,0,VA
8/8/08,Washington,90.3,0,9.7,0,WA
8/8/08,West Virginia,12,0,88,0,WV
8/8/08,Wisconsin,82,0,18,30,WI
8/8/08,Wyoming,7.5,0,92.5,0,WY
8/9/08,Alabama,7,0,93,0,AL
8/9/08,Alaska,21.5,22,78.5,0,AK
8/9/08,Arizona,11,0,89,0,AZ
8/9/08,Arkansas,17.1,0,82.9,0,AR
8/9/08,California,89.3,10,10.7,10,CA
8/9/08,Colorado,63.4,0,36.6,0,CO
8/9/08,Connecticut,83.5,0,16.5,0,CT
8/9/08,Delaware,88,0,12,0,DE
8/9/08,District of Columbia,96.3,0,3.7,0,DC
8/9/08,Florida,37.6,0,62.4,0,FL
8/9/08,Georgia,18.5,0,81.5,0,GA
8/9/08,Hawaii,95.3,0,4.7,0,HI
8/9/08,Idaho,8.4,0,91.6,0,ID
8/9/08,Illinois,94,0,6,0,IL
